feature,coef,qval
shRNA_CLK2P1,-0.12727124,0.339784238
shRNA_CNTF,0.14784251,0.339784238
shRNA_AMPD3,-0.14792963,0.339784238
shRNA_SLC25A6,0.148156644,0.339784238
shRNA_ILF2,-0.127265895,0.339784238
shRNA_PSMA2,0.147883998,0.339784238
shRNA_SLIT3,0.12711896,0.339784238
shRNA_BNIP1,0.127020579,0.339784238
shRNA_WNT8B,-0.127400913,0.339784238
shRNA_RCC1L,0.147912921,0.339784238
shRNA_MCEE,0.148049373,0.339784238
shRNA_ZMYND19,0.186559159,0.339169996
shRNA_DKK2,0.14764787,0.339169996
shRNA_C17orf82,0.151357526,0.339169996
shRNA_PSMD2,0.126836762,0.339169996
shRNA_HSPB3,0.191765988,0.339169996
shRNA_PRLR,0.126771147,0.338389265
shRNA_KIAA0586,-0.186229151,0.337934681
shRNA_PARVB,0.18613656,0.337198236
shRNA_DSCR3,0.147314502,0.336450319
shRNA_PTAR1,-0.126523497,0.336013748
shRNA_SPATA16,0.185924831,0.336013748
shRNA_PGAM5,0.151624892,0.335216101
shRNA_OR2AT4,0.126643221,0.335216101
shRNA_LDHB,-0.126737461,0.335216101
shRNA_FIS1,0.185618357,0.335216101
shRNA_PCDHB10,0.147084922,0.335216101
shRNA_ZFP36,0.126322649,0.335216101
shRNA_ATP6V1A,-0.126246528,0.335203741
shRNA_MRPS26,0.185454596,0.335203741
shRNA_GTF2H2C.GTF2H2C_2,-0.126519653,0.335203741
shRNA_TP53I3,-0.134311424,0.335203741
shRNA_RNASEK.C17orf49.C17orf49,0.185195129,0.335088129
shRNA_NUTF2,-0.126092849,0.335088129
shRNA_LCAT,-0.146739588,0.335088129
shRNA_CCL8,0.14666099,0.335088129
shRNA_ZBED1,-0.14666287,0.335088129
shRNA_TAP1,-0.126253171,0.333329763
shRNA_TMPRSS6,-0.146397883,0.332978826
shRNA_GLIPR1L1,0.146411169,0.332978826
shRNA_CCDC14,0.184882629,0.332978826
shRNA_NARS,0.1462233,0.330433441
shRNA_ANAPC4,0.125582723,0.330235981
shRNA_MMP17,0.14616852,0.330235981
shRNA_PGAM1P5,-0.125347733,0.330228873
shRNA_ERV3.1.ZNF117.ZNF117,-0.125397503,0.330228873
shRNA_CIB4,0.145945098,0.330228873
shRNA_CLYBL,-0.145830028,0.330228873
shRNA_ERP44,-0.125334069,0.330228873
shRNA_SLCO4C1,0.146097367,0.330228873
shRNA_KCNH1,-0.125477449,0.330228873
shRNA_TERC,-0.150836296,0.330228873
shRNA_USH2A,-0.145927201,0.330228873
shRNA_ANAPC5,0.125225345,0.32892916
shRNA_FBN3,-0.145597465,0.327062031
shRNA_METAP2,-0.125378787,0.325862474
shRNA_ARL5A,-0.132987313,0.325688243
shRNA_KCNK15,0.124962324,0.325688243
shRNA_KRR1,-0.144868145,0.323523913
shRNA_CORO1A,0.124554165,0.323523913
shRNA_HMGB3P1,0.145081218,0.323523913
shRNA_SETD9,0.132573809,0.323523913
shRNA_ALPP,0.12459405,0.323523913
shRNA_PRELID1,-0.183130744,0.323523913
shRNA_IAPP,-0.183172154,0.323523913
shRNA_SBK1,-0.124611416,0.323523913
shRNA_PSMD9,-0.145093669,0.323523913
shRNA_VWA1,0.13251176,0.323523913
shRNA_MUL1,-0.144870856,0.323523913
shRNA_QRFPR,0.124875272,0.323523913
shRNA_RALGPS1,-0.131974406,0.323523913
shRNA_WDR31,0.148400928,0.321597871
shRNA_NR1H2,-0.124330879,0.321597871
shRNA_EIF2B2,0.144666931,0.321597871
shRNA_NT5C3B,0.182632255,0.320880006
shRNA_FHDC1,-0.144544416,0.320535132
shRNA_RRP12,-0.182478763,0.319820268
shRNA_GGA1,0.123860676,0.319272393
shRNA_THEMIS,-0.131990727,0.319272393
shRNA_KCNH7,-0.124049346,0.319272393
shRNA_RRAGD,-0.125223523,0.31912736
shRNA_SIRT2,0.123933845,0.318993043
shRNA_SMG1,0.12387279,0.318993043
shRNA_LATS2,0.123879057,0.318993043
shRNA_GRK6,0.123650095,0.318993043
shRNA_HPS1,-0.143922856,0.318993043
shRNA_STX19,-0.143790162,0.318993043
shRNA_SOX18,0.123535059,0.318993043
shRNA_WRAP53,0.123678655,0.318993043
shRNA_PRSS2,0.143905698,0.318993043
shRNA_MRPS22,0.181907637,0.318993043
shRNA_MKL1,-0.123507594,0.318993043
shRNA_ZNF574,0.143827823,0.318993043
shRNA_BOLL,0.132327896,0.318993043
shRNA_TNXB,0.181845917,0.318993043
shRNA_SKP1P2,0.14787405,0.318993043
shRNA_UQCRC2,0.144231771,0.318993043
shRNA_LIPG,-0.143865173,0.318993043
shRNA_DUSP7,-0.123448735,0.31831091
shRNA_CHERP,0.143564222,0.316975729
shRNA_CYCS,0.143481066,0.316009273
shRNA_TACR2,-0.123078733,0.315768869
shRNA_MRPL24,0.1810279,0.314131487
shRNA_UHRF1BP1L,-0.180880833,0.312560481
shRNA_STIL,0.123365002,0.312560481
shRNA_DNAJC2,-0.146671843,0.310545486
shRNA_CABIN1,0.180486654,0.309618697
shRNA_PRKAB2,0.122777666,0.309618697
shRNA_NCF1C,-0.122808451,0.309618697
shRNA_MNAT1,-0.12268064,0.308115586
shRNA_C10orf111,0.180232129,0.306988514
shRNA_CPE,0.122800646,0.305360172
shRNA_OR51D1,0.142480539,0.305360172
shRNA_ARHGEF34P,-0.122416998,0.305360172
shRNA_STOML1,-0.179969938,0.305360172
shRNA_TM4SF19,-0.130220311,0.305157937
shRNA_ATP1B2,0.179868933,0.305157937
shRNA_CYC1,0.121800872,0.30368637
shRNA_DDIAS,-0.179289579,0.30368637
shRNA_CNKSR2,-0.142132638,0.30368637
shRNA_NUP210,-0.179093923,0.30368637
shRNA_UBE2S,0.12173958,0.30368637
shRNA_GPD2,-0.14212708,0.30368637
shRNA_ZKSCAN4,-0.12176567,0.30368637
shRNA_OR5H15,0.146597904,0.30368637
shRNA_RSL24D1,-0.179619911,0.30368637
shRNA_PLEC,0.141756882,0.30368637
shRNA_GNG2,0.129922947,0.30368637
shRNA_KIRREL1,0.129676532,0.30368637
shRNA_WDR33,0.122216638,0.30368637
shRNA_LHX5,-0.121931953,0.30368637
shRNA_TLN1,-0.129611163,0.30368637
shRNA_ZP3,0.141827662,0.30368637
shRNA_PGBD5,0.128744125,0.30368637
shRNA_GRPEL1,0.179387146,0.30368637
shRNA_CAMK2D,-0.122134315,0.30368637
shRNA_RIMS2,0.14171238,0.30368637
shRNA_SRPRA,0.121655321,0.302442434
shRNA_LBHD1,0.141554592,0.302442434
shRNA_AEBP2,0.129333031,0.300995839
shRNA_RSPH9,0.178558778,0.300210493
shRNA_TBCA,0.178548801,0.300210493
shRNA_ZNF266,-0.140822716,0.298264342
shRNA_LOC107987461,0.183146278,0.298264342
shRNA_LYPLA2,0.140580225,0.298264342
shRNA_PHB2,0.121034224,0.298264342
shRNA_TEX261,-0.178345836,0.298264342
shRNA_ZNF425,0.178307981,0.298264342
shRNA_KRT24,-0.140865906,0.298264342
shRNA_AMPH,-0.141008724,0.298264342
shRNA_POLL,0.120797283,0.298264342
shRNA_PLA2G2E,0.141016214,0.298264342
shRNA_HMBS,-0.140898918,0.298264342
shRNA_ITPKA,0.141096564,0.298264342
shRNA_FAM111B,-0.129962328,0.298264342
shRNA_LAMA2,0.140651556,0.298264342
shRNA_GS1.124K5.11,0.177596337,0.298264342
shRNA_LARP1B,0.177708398,0.298264342
shRNA_LY6G5B,0.177568766,0.298264342
shRNA_CCL4,-0.121039161,0.298264342
shRNA_BRD3,-0.12088761,0.298264342
shRNA_CHAF1B,0.121241494,0.298264342
shRNA_APOL1,0.177635183,0.298264342
shRNA_ZMYM6,-0.178045067,0.298264342
shRNA_SLC4A1,-0.140499956,0.297664794
shRNA_SLC35G6,0.177434438,0.297395754
shRNA_LPAR1,-0.120965646,0.296977789
shRNA_HHEX,0.140355802,0.296977789
shRNA_TUBD1,0.120574021,0.296977789
shRNA_MAP3K14,-0.120895511,0.296977789
shRNA_TMEM52,-0.142408731,0.295092583
shRNA_POTEA,0.128057538,0.295092583
shRNA_LMNA,-0.120304577,0.295092583
shRNA_ROR2,0.120718374,0.295092583
shRNA_PGM2,-0.140088995,0.295092583
shRNA_TIAL1,-0.120320918,0.295092583
shRNA_TNNT3,-0.139988069,0.295092583
shRNA_CCK,-0.140012709,0.295092583
shRNA_SMC2,0.119486049,0.293550909
shRNA_LOC107984021,0.144022085,0.293550909
shRNA_NEDD1,0.126775622,0.293550909
shRNA_E2F2,0.119861314,0.293550909
shRNA_WDR37,0.127022589,0.293550909
shRNA_HMGXB3,0.18154657,0.293550909
shRNA_TAS2R46,0.139217352,0.293550909
shRNA_IGSF10,0.176297379,0.293550909
shRNA_AR,-0.119513022,0.293550909
shRNA_VN1R10P,-0.139061904,0.293550909
shRNA_LPO,0.139125297,0.293550909
shRNA_PARN,0.139669318,0.293550909
shRNA_SERPINF1,-0.120188155,0.293550909
shRNA_PLD2,-0.139623173,0.293550909
shRNA_DCUN1D1,0.175720375,0.293550909
shRNA_TRPM7,0.119975606,0.293550909
shRNA_ZNF692,-0.139144709,0.293550909
shRNA_SLC17A7,-0.139436032,0.293550909
shRNA_ST3GAL1,-0.139647946,0.293550909
shRNA_RFX7,0.176161061,0.293550909
shRNA_SMARCD3,0.127428762,0.293550909
shRNA_THBS4,-0.139639121,0.293550909
shRNA_CA11,0.128346098,0.293550909
shRNA_MALL,-0.18072805,0.293550909
shRNA_EIF2A,-0.175919297,0.293550909
shRNA_PARG,0.139121906,0.293550909
shRNA_ERI1,-0.120043349,0.293550909
shRNA_ELMO1,0.139096912,0.293550909
shRNA_LOC401127,-0.141687818,0.292744989
shRNA_MORF4L1,0.11939021,0.292656924
shRNA_STMN2,-0.175253818,0.292290024
shRNA_HOXC4,-0.11914656,0.292290024
shRNA_DCDC1,0.175381042,0.292290024
shRNA_BPIFB3,-0.175038491,0.292290024
shRNA_INHBB,-0.119053031,0.292290024
shRNA_MAGEA10,0.126643862,0.292290024
shRNA_NEK2,-0.118976701,0.292290024
shRNA_SEPT4,-0.179893213,0.292290024
shRNA_DDX49,0.119048158,0.292290024
shRNA_ODF2L,-0.175078965,0.292290024
shRNA_CCDC146,0.13874983,0.292290024
shRNA_RAG1,-0.138674554,0.292290024
shRNA_XDH,0.119593555,0.292290024
shRNA_PTCD2,-0.175177917,0.292290024
shRNA_KMO,0.138832605,0.292290024
shRNA_NDST3,-0.119362914,0.292290024
shRNA_SPRYD4,-0.141954752,0.292115894
shRNA_IFT88,0.174865208,0.292115894
shRNA_ZNHIT1,0.179653339,0.290459849
shRNA_YIPF2,-0.138254665,0.290301033
shRNA_NANOGNB,0.138195432,0.289927557
shRNA_CD276,0.125549569,0.289927557
shRNA_GIMAP8,0.137990919,0.289610822
shRNA_IL36A,-0.138081278,0.289610822
shRNA_WDR62,0.141573491,0.289610822
shRNA_PKNOX2,0.11857605,0.289610822
shRNA_NKX2.1,-0.118578677,0.289610822
shRNA_GRHL2,0.13811712,0.289610822
shRNA_RBM47,0.118855389,0.289376792
shRNA_DCUN1D3,0.17416418,0.288589787
shRNA_RAB30,0.118786763,0.288589787
shRNA_LOC107987373.MRPL23,0.12534926,0.288144729
shRNA_KCTD19,-0.142439215,0.288144729
shRNA_MAGOH,0.13774637,0.288144729
shRNA_DUSP9,0.118321116,0.288139953
shRNA_CDKN1A,0.11826887,0.288053164
shRNA_MAD2L1,-0.118606335,0.288053164
shRNA_RDH13,-0.118117227,0.287839899
shRNA_TGM7,0.137419774,0.287839899
shRNA_FYN,0.118122496,0.287839899
shRNA_MYBL2,0.118180174,0.287839899
shRNA_MORN1,-0.178605527,0.287839899
shRNA_ATAD5,0.125779112,0.287839899
shRNA_BCL7B,0.137437764,0.287839899
shRNA_CCL4L2,-0.118084624,0.287839899
shRNA_YBX3P1,0.139771133,0.28756829
shRNA_SEMA6B,-0.11799375,0.285326201
shRNA_KIF18B,-0.14141227,0.285326201
shRNA_EPHA8,0.117895528,0.285326201
shRNA_SERGEF,-0.118166716,0.285326201
shRNA_MIA2,-0.136998723,0.285326201
shRNA_ESRP1,0.141410453,0.285326201
shRNA_IQCC,0.1730599,0.285326201
shRNA_PTBP2,-0.137154096,0.285326201
shRNA_CTAGE11P,0.137017985,0.285326201
shRNA_ZNF436,0.13702574,0.285326201
shRNA_CCNC,-0.117810153,0.285326201
shRNA_RNASE6,0.136747482,0.28270749
shRNA_SHC1,0.117447628,0.28270749
shRNA_SNAI2,-0.11729038,0.28270749
shRNA_BCO2,0.13673521,0.28270749
shRNA_CX3CL1,-0.136627621,0.281869406
shRNA_COL21A1,-0.124869919,0.281375317
shRNA_SPAST,-0.124836794,0.281211969
shRNA_KRTAP15.1,-0.172333889,0.279588168
shRNA_MAP3K9,0.117203454,0.279588168
shRNA_KIR2DS2,-0.11688084,0.278695279
shRNA_SLX1A.SULT1A3.SLX1B.SULT1A4,-0.117019832,0.278695279
shRNA_SLC34A2,-0.116762685,0.278695279
shRNA_RER1,0.124098975,0.278695279
shRNA_PALM2,-0.171659269,0.278695279
shRNA_LRIG3,-0.123979334,0.278695279
shRNA_SIRPD,-0.116628117,0.278695279
shRNA_LGALS16,0.139144202,0.278695279
shRNA_RASSF6,-0.171327784,0.278695279
shRNA_S1PR3,0.116838511,0.278695279
shRNA_EMP3,-0.135910436,0.278695279
shRNA_FAM200A,-0.14063515,0.278695279
shRNA_HEBP2,0.171984977,0.278695279
shRNA_SERHL2,-0.135710241,0.278695279
shRNA_C17orf58,0.123490171,0.278695279
shRNA_ITGA1,-0.11728747,0.278695279
shRNA_SPINK14,-0.171724016,0.278695279
shRNA_MAGEB1,-0.123953469,0.278695279
shRNA_NNAT,-0.17631417,0.278695279
shRNA_NMD3,-0.172141827,0.278695279
shRNA_SOHLH2,-0.116776008,0.278695279
shRNA_ACTA2,-0.123824559,0.278695279
shRNA_RANGAP1,0.116810657,0.278695279
shRNA_FAM217B,-0.171570479,0.278695279
shRNA_PPIAL4G,-0.13571747,0.278695279
shRNA_SP3,-0.116677683,0.278695279
shRNA_ZNF671,-0.135621682,0.278695279
shRNA_COX14,0.17213719,0.278695279
shRNA_CCDC172,0.171214072,0.278492454
shRNA_HAMP,0.176066487,0.278492454
shRNA_MOB1B,-0.135516008,0.278492454
shRNA_ADAD2,0.135419083,0.27744515
shRNA_MRPS9,0.171058976,0.277204637
shRNA_ANKRD18A,0.13796015,0.27681134
shRNA_PKD1P5.LOC105376752,0.115960432,0.276151151
shRNA_FCRL1,-0.134894245,0.276151151
shRNA_CSTF3,0.135016255,0.276151151
shRNA_CMTM8,-0.170621736,0.276151151
shRNA_BICD2,0.134900767,0.276151151
shRNA_RUFY4,-0.170420641,0.276151151
shRNA_GRB2,0.116396607,0.276151151
shRNA_HLA.H,0.116030208,0.276151151
shRNA_KRTAP13.3,-0.170501058,0.276151151
shRNA_ARHGEF37,-0.122689227,0.276151151
shRNA_OR2T27,0.116189499,0.276151151
shRNA_IDNK,0.170784479,0.276151151
shRNA_ATR,0.115770344,0.276151151
shRNA_CCDC47,0.122978434,0.276151151
shRNA_SHOX,-0.135239167,0.276151151
shRNA_SLC4A4,-0.115848189,0.276151151
shRNA_ANKRD13A,0.123906338,0.276151151
shRNA_TAAR2,-0.116265751,0.276151151
shRNA_MAL,0.170256453,0.275924049
shRNA_PFKFB1,0.115757885,0.275924049
shRNA_AEN,0.122607029,0.275924049
shRNA_GALNT2,-0.134644125,0.27475373
shRNA_POLK,-0.115909841,0.27332539
shRNA_EMILIN2,0.122977765,0.273204616
shRNA_MRGPRX3,0.115494687,0.272329802
shRNA_ABL1,0.115443219,0.27219086
shRNA_IDH3G,-0.115738909,0.27219086
shRNA_TAOK1,0.115722275,0.27219086
shRNA_PRR3,-0.169787872,0.27219086
shRNA_CTAGE15,-0.169641927,0.271377785
shRNA_C6orf223,0.169547348,0.270944473
shRNA_EPM2AIP1,0.169555616,0.270944473
shRNA_DMPK,0.115473719,0.269459851
shRNA_GREM1,-0.133923322,0.269459851
shRNA_PADI3,0.133935308,0.269459851
shRNA_SEL1L,0.17406516,0.269459851
shRNA_NDEL1,0.169278948,0.269459851
shRNA_BCL7C,0.13391544,0.269459851
shRNA_SUPT7L,-0.13394102,0.269459851
shRNA_LACTB,-0.133799209,0.268182747
shRNA_WFDC6,0.133793786,0.268182747
shRNA_LOC107987545.OR2A7.OR2A4,0.133687328,0.267884668
shRNA_PAQR7,-0.13368436,0.267884668
shRNA_APBA2,0.133531541,0.267884668
shRNA_CXCR2P1,0.136966139,0.267884668
shRNA_AKR1C6P,-0.133626586,0.267884668
shRNA_NDFIP2,0.121503663,0.267884668
shRNA_CPPED1,0.115375159,0.267884668
shRNA_COA1,-0.121217661,0.267884668
shRNA_CCL21,0.133537009,0.267884668
shRNA_MORF4L2,-0.13355883,0.267884668
shRNA_HPSE,-0.121929539,0.267693858
shRNA_B9D1,0.121392641,0.267693858
shRNA_C18orf8,0.114576184,0.267693858
shRNA_LYPLA2P2,-0.133427876,0.267693858
shRNA_CT45A1,0.168576196,0.267693858
shRNA_PCDHGA11,0.133435858,0.267693858
shRNA_TSTD3,0.136532039,0.266318957
shRNA_DMWD,0.121758039,0.266318957
shRNA_METAP1,-0.133212069,0.266318957
shRNA_JMJD8,-0.121787044,0.266318957
shRNA_ARMC1,-0.121722046,0.266318957
shRNA_TMEM126B,0.133256453,0.266318957
shRNA_TNFAIP8L2.SCNM1,0.132998534,0.265861963
shRNA_FEN1,0.114604338,0.265861963
shRNA_LCE1E,0.172801101,0.265861963
shRNA_TMEM138,-0.167992691,0.265861963
shRNA_MKKS,0.132935951,0.265861963
shRNA_DISP1,-0.12161023,0.265861963
shRNA_CYTH1,0.168028406,0.265861963
shRNA_TPI1P2,0.114467722,0.265666953
shRNA_PSG9,-0.121095709,0.265666953
shRNA_VRK2,0.114132071,0.265666953
shRNA_ANO5,-0.167459997,0.264951182
shRNA_MKRN2,-0.132624699,0.264951182
shRNA_FUT4,0.172314448,0.264951182
shRNA_GFRA3,0.132643446,0.264951182
shRNA_GP5,-0.121298503,0.264951182
shRNA_KRT33A,0.167721768,0.264951182
shRNA_MCM4,0.113861511,0.264951182
shRNA_KLK10,0.113843136,0.264951182
shRNA_DPYSL5,-0.132568637,0.264951182
shRNA_RARB,-0.113879443,0.264951182
shRNA_TLL2,-0.113999545,0.264951182
shRNA_C17orf62,-0.137059515,0.264951182
shRNA_TMEM170B,0.133998213,0.264618114
shRNA_GRB7,0.114103373,0.264618114
shRNA_LCLAT1,0.132358605,0.263547465
shRNA_SMU1,0.113670299,0.263547465
shRNA_CYB5B,-0.13386143,0.263547465
shRNA_KCTD8,-0.114276119,0.263300462
shRNA_FAM9C,0.167104725,0.262962647
shRNA_CFAP126,-0.167050601,0.262628436
shRNA_MSL3P1,-0.13545249,0.262328039
shRNA_FANCC,0.113367702,0.262328039
shRNA_HTR5A,-0.113443911,0.262328039
